DATE,Close,Index_predicted,Return,mean_of_group,r_cat,top_pred,top_prob
2017-10-27,2581.07,2570.419760459425,0.008072957350414134,0.008287002298124277,"(0.00758, 0.00905]",0.003913357467358695,0.9992503523826599
2017-10-30,2572.83,2594.9049492899703,-0.0031924744388955872,-0.0034070079350633593,"(-0.00417, -0.0027]",0.005360160433452178,0.6692933440208435
2017-10-31,2575.26,2586.6207815679986,0.0009444852555358096,0.0009674105688525431,"(0.000234, 0.0017]",0.005360160433452178,0.6850387454032898
2017-11-01,2579.36,2566.486068745149,0.001592072256781707,0.0009674105688525431,"(0.000234, 0.0017]",-0.0034070079350633593,0.6439173817634583
2017-11-02,2579.85,2581.855300124876,0.00018996960486306058,-0.00048445804619154224,"(-0.00124, 0.000234]",0.0009674105688525431,0.471796452999115
2017-11-03,2587.84,2589.945875262165,0.0030970792875555375,0.0023964743428819806,"(0.0017, 0.00317]",0.003913357467358695,0.9559436440467834
2017-11-06,2591.13,2597.9671429883297,0.0012713305304810074,0.0009674105688525431,"(0.000234, 0.0017]",0.003913357467358695,0.4494923949241638
2017-11-07,2590.64,2597.3395765640716,-0.00018910668318461443,-0.00048445804619154224,"(-0.00124, 0.000234]",0.0023964743428819806,0.9659170508384705
2017-11-08,2594.38,2589.384943607214,0.0014436587098169973,0.0009674105688525431,"(0.000234, 0.0017]",-0.00048445804619154224,0.8800026774406433
2017-11-09,2584.62,2593.1231317341217,-0.003761977813581785,-0.0034070079350633593,"(-0.00417, -0.0027]",-0.00048445804619154224,0.9983482360839844
2017-11-10,2582.3,2590.813975516099,-0.0008976174447306029,-0.00048445804619154224,"(-0.00124, 0.000234]",0.0023964743428819806,0.9989988207817078
2017-11-13,2584.84,2596.1415422873038,0.0009836192541532451,0.0009674105688525431,"(0.000234, 0.0017]",0.005360160433452178,0.6929513812065125
2017-11-14,2578.87,2587.340601534793,-0.002309620711533511,-0.0019523752805196924,"(-0.0027, -0.00124]",0.0009674105688525431,0.6792911887168884
2017-11-15,2564.62,2581.364826093697,-0.005525675974360822,-0.00489801593198495,"(-0.00564, -0.00417]",0.0009674105688525431,0.6332715749740601
2017-11-16,2585.64,2563.377549205576,0.008196146017733552,0.008287002298124277,"(0.00758, 0.00905]",-0.00048445804619154224,0.4930683374404907
2017-11-17,2578.85,2595.758533601901,-0.0026260422951377427,-0.0019523752805196924,"(-0.0027, -0.00124]",0.003913357467358695,0.999910831451416
2017-11-20,2582.14,2604.0477460296165,0.001275762452255913,0.0009674105688525431,"(0.000234, 0.0017]",0.009770923485125748,0.9107138514518738
2017-11-21,2599.03,2595.980684661634,0.006541086075890767,0.006811813334538518,"(0.00611, 0.00758]",0.005360160433452178,0.5678263902664185
2017-11-22,2597.08,2605.2585087113807,-0.0007502799121211767,-0.00048445804619154224,"(-0.00124, 0.000234]",0.0023964743428819806,0.617742121219635
2017-11-24,2602.42,2607.243302411328,0.002056155374497548,0.0023964743428819806,"(0.0017, 0.00317]",0.003913357467358695,0.8622507452964783
2017-11-27,2601.42,2612.6041997402035,-0.0003842577293442506,-0.00048445804619154224,"(-0.00124, 0.000234]",0.003913357467358695,0.8565554618835449
2017-11-28,2627.04,2603.9366412020245,0.00984846737551015,0.009770923485125748,"(0.00905, 0.0105]",0.0009674105688525431,0.9899563789367676
2017-11-29,2626.07,2637.32054660105,-0.00036923685973555553,-0.00048445804619154224,"(-0.00124, 0.000234]",0.003913357467358695,0.678627610206604
2017-11-30,2647.58,2636.3467506443067,0.008190946928299692,0.008287002298124277,"(0.00758, 0.00905]",0.003913357467358695,0.6190617680549622
2017-12-01,2642.22,2657.9409269634293,-0.00202449028924534,-0.0019523752805196924,"(-0.0027, -0.00124]",0.003913357467358695,0.7664087414741516
2017-12-04,2639.44,2629.278364344191,-0.0010521455442770167,-0.00048445804619154224,"(-0.00124, 0.000234]",-0.00489801593198495,0.6708927154541016
2017-12-05,2629.57,2630.4474069758767,-0.003739429575970621,-0.0034070079350633593,"(-0.00417, -0.0027]",-0.0034070079350633593,0.5164181590080261
2017-12-06,2629.27,2612.7965813244555,-0.00011408709408766704,-0.00048445804619154224,"(-0.00124, 0.000234]",-0.006378768648693483,0.9574921727180481
2017-12-07,2636.98,2616.39179365051,0.0029323728639507607,0.0023964743428819806,"(0.0017, 0.00317]",-0.00489801593198495,0.8350335955619812
2017-12-08,2651.5,2654.9426155269116,0.005506298872194781,0.005360160433452178,"(0.00464, 0.00611]",0.006811813334538518,0.6453696489334106
2017-12-11,2659.99,2654.0650891233126,0.0032019611540636816,0.003913357467358695,"(0.00317, 0.00464]",0.0009674105688525431,0.6505632996559143
2017-12-12,2664.11,2643.022539182162,0.0015488780033008354,0.0009674105688525431,"(0.000234, 0.0017]",-0.006378768648693483,0.8558613061904907
2017-12-13,2662.85,2658.908657491415,-0.0004729534441145766,-0.00048445804619154224,"(-0.00124, 0.000234]",-0.0019523752805196924,0.926838219165802
2017-12-14,2652.01,2661.5599608916987,-0.004070826370242253,-0.0034070079350633593,"(-0.00417, -0.0027]",-0.00048445804619154224,0.989520788192749
2017-12-15,2675.81,2646.832281232309,0.008974325134520456,0.008287002298124277,"(0.00758, 0.00905]",-0.0019523752805196924,0.8137840628623962
2017-12-18,2690.16,2662.7038399890353,0.005362862086620401,0.005360160433452178,"(0.00464, 0.00611]",-0.00489801593198495,0.7083848118782043
2017-12-19,2681.47,2696.606899418247,-0.003230291135099761,-0.0034070079350633593,"(-0.00417, -0.0027]",0.0023964743428819806,0.811006486415863
2017-12-20,2679.25,2687.8960740562075,-0.0008279040973793172,-0.00048445804619154224,"(-0.00124, 0.000234]",0.0023964743428819806,0.38472044467926025
2017-12-21,2684.57,2701.4529509072495,0.0019856303069889503,0.0023964743428819806,"(0.0017, 0.00317]",0.008287002298124277,0.9983773231506348
2017-12-22,2683.34,2702.856789723502,-0.0004581739347455649,-0.00048445804619154224,"(-0.00124, 0.000234]",0.006811813334538518,0.6407725811004639
2017-12-26,2680.5,2674.197839327527,-0.0010583824636460903,-0.00048445804619154224,"(-0.00124, 0.000234]",-0.0034070079350633593,0.8204323053359985
2017-12-27,2682.62,2667.3708682943143,0.00079089722066783,0.0009674105688525431,"(0.000234, 0.0017]",-0.00489801593198495,0.5797891020774841
2017-12-28,2687.54,2661.5214101251754,0.0018340279279212002,0.0023964743428819806,"(0.0017, 0.00317]",-0.007864919323208085,0.4924650192260742
2017-12-29,2673.61,2701.94564557132,-0.005183178668968558,-0.00489801593198495,"(-0.00564, -0.00417]",0.005360160433452178,0.49819284677505493
2018-01-02,2695.81,2668.39010992625,0.008303380074131894,0.008287002298124277,"(0.00758, 0.00905]",-0.0019523752805196924,0.9455856680870056
2018-01-03,2713.06,2714.173354505382,0.006398818907860759,0.006811813334538518,"(0.00611, 0.00758]",0.006811813334538518,0.8417178988456726
2018-01-04,2723.99,2715.6846429179313,0.004028661363921104,0.003913357467358695,"(0.00317, 0.00464]",0.0009674105688525431,0.5668013095855713
2018-01-05,2743.15,2738.591023419119,0.007033799683552555,0.006811813334538518,"(0.00611, 0.00758]",0.005360160433452178,0.23249568045139313
2018-01-08,2747.71,2757.853724093024,0.0016623225124401397,0.0009674105688525431,"(0.000234, 0.0017]",0.005360160433452178,0.6283882856369019
